original_index,content,clean_final,pred_topic
17079,"Nggak jelas game,nya.. nyesel udah download .. buang"" waktu sma data 9GB njing.. fighting,nya bukannya langsung fight malah pindah tempat dulu..",nyesel download buang data gb njing fighting langsung fight pindah,-1
17081,force close mulu njir ga jelas bet,force close mulu njir bet,-1
17083,Dapet imbibitor lunae 10x pertama Gacor kang😋,imbibitor lunae x gacor kang,-1
17084,Thanks for Hongkai 🌸🌸,honkai,7
17085,"Hallo hoyoverse, aku butuh bantuan developer karena akun honkai star rail ku telah hilang dan mengulang dari awal(tutorial) bagaimana aku untuk mendapatkan akun lama ku kembali username ku :DeleteSao Lvl traiblizer 50+, aku harap hoyoverse bisa mengembalikan akun ku kembali😭",hallo butuh bantu developer akun honkai star rail ku hilang ulang tutorial akun ku username ku deletesao lvl traiblizer harap kembali akun ku,-1
17086,pelit anjg babi udh gacha 70 kali g dapet dapet gw bgst,pelit anjg babi gacha kali bgst,2
17087,Btw bagus gk ya😁,btw,4
17089,I need Fu Xuan 😭😭😭😭,need fu xuan,-1
17091,"Game tolol,kebanyakn iklan di iklan free 70x pull mana pas in game cmn 20 hapus aja game lu klo cmn bisa janji janji,klo cmn janji doang mah di kampamye juga bnyk tapi apa?ya sama kaya tingkah lu cuman ngasih pemanis di iklan sisanya?ya cmn angan angan. Pantes sepi dah biasa aja bnyk tipunya lagi semoga panjang umur dah buat lu yg bikin game ini",tolol kebanyakn iklan iklan free x pull hapus janji janji janji doang mah kampamye kaya tingkah cuman man iklan sisa angan angan pantes sepi tipu moga umur,-1
17092,"Keren bet , cuman yang kurang cuman 1 setiap cutscene lag bet nya minta ampun kalau tentang gameplay okelah",bet cuman cuman cutscene lag bet ampun,-1
17093,Sangat bagus dan cocok bagi orang yang main sambil makan atau kerja 😁😘 Hehehe.... 🤭,cocok orang makan kerja hehehe,-1
17094,"Selama tak ada keluhan bug dan gacha ku tidak ampas, aku akan kasih rating 5⭐️",keluh bug gacha ku ampas rating,29
17095,"Minimal klo update pre install jangan gede gede lah brok, gua terpaksa pensi gara² gak kuat sma pre installnya, bukan masalah memori tp kuota😅😅😅😅",minimal update pre install gede gede brok paksa pensi gara kuat pre installnya memori tp kuota,-1
17096,Saran dari saya mungkin untuk misi sampingan setiap update patch bisa di perbanyak agar tidak bosan saat misi cerita utama telah selesai,saran misi samping update patch banyak bosan misi cerita utama selesai,-1
17097,"Game honkai star rail sudah bagus,tpi game sebelah(genshin impact)di update seperti star rail dong developer",honkai star rail belah genshin impact update star rail developer,7
17098,I love you Yu peng Chen,yu peng chen,25
17099,FC mulu,fc mulu,-1
17100,Aku kaya Aku kaya Aku kaya,kaya kaya kaya,-1
17101,Pelajaran tunggu Gon di dunia terakhirnya di ada,ajar tunggu gon dunia akhir,-1
17102,"ngasih bansos gk tangung"" gk kayak game sebelah tapi dari segi game berat banget gk tau kenala udh pake grafik rata kiri masih sering ngerestat sendiri",bansos tangung belah segi berat tau nala pake grafik kiri ngerestat,-1
17104,"Game nya seru banget, sayang gk dapet kafka saja hikssss....",sayang kafka hikssss,-1
17108,Hati hati ya adik adik yg potato (seprti sy),hati hati adik adik potato seprti,-1
17109,"Hello wibu lovers, I just said the game is good HD, no bugs, only the size is really terrible, can the Devoluper maker make it smaller again, the size of this game when downloading the data is reduced again, maybe 9gb is enough, there are no flaws and no bugs, that's all, thank you even though I'm not a weeaboo",hello wibu lovers said hd bugs size really terrible devoluper maker smaller size downloading data reduced maybe gb enough flaws bugs even though weeaboo,0
17110,STARRRRY PHANTOM!!! I GOT YOU FIVE STAR NAIS NAIS NAIS good job hoyoverse👍,starrrry phantom got five star nais nais nais job,0
17111,Event tambahan bencana swarm terlalu sulit untuk di taklukan dan sangat sulit untuk mendapatkan blessing yang di butuhkan berbeda sekali dengan univers karena dapat meningkatan kesempatan mendapatkan blessing yang di butuhkan,event tambah bencana swarm sulit takluk sulit blessing butuh beda univers tingkat sempat blessing butuh,10
17114,Males sama system gacha nya ...,males system gacha,-1
17115,"Game rakus kuota inet, sedotannya ber GB tiap maintenance",rakus kuota inet sedot ber gb maintenance,32
17116,Bagus bngt pokoknya kalo gak donload nyesel de,pokok donload nyesel de,-1
17117,Game nya bagus recommended banget buat yang suka turn base,recommended suka turn base,18
17118,"Gamenya bagus, dari segi story, grafik. Sama makin kesini makin bagus aja benner nya semoga kedepan makin bagus gamenya",segi story grafik kesini benner moga depan,17
17120,Dari semuanya bagus cuman kurang suka ama pas perang soalnya di hentikan gitu saya sih lebih suka yang langsung battle,cuman suka ama perang henti gitu suka langsung battle,-1
17122,Bug di awal mainkan,bug main,-1
17123,Game yang di tunggu tunggu,tunggu tunggu,30
17124,Please just put the animation IN the game,put animation,9
17125,"Emm,lumayan🥱😇",emm lumayan,-1
17128,"Kurangin cut scene ngoceh perbanyak battle, Boring banget nih game ngentod",rangin cut scene ngoceh banyak battle boring nih ngentod,-1
17131,"Bagus game nya. Dari segi grafik, animasi, story, backsound, Voiceline semuanya bagus. Overall sih memang mantap ya walau ada beberapa kekurangan kyk kalau jalan agak agak kaku",segi grafik animasi story backsound voiceline overall kurang jalan kaku,-1
17132,Lama2 males maennya. Gacha terus isinya cm dpt kartu sampah. Cuma dikasi 1 healer tp forgotten hall harus ada 2 tim. Mana lawannya imba lagi. Bosen juga xianzhounya ga abis2. Jomplang banget dibanding cerita d space station n belobog. Lama banget buat maksimalin 1 karakter. Farm material dllnya susah. Pelit drop material. Padahal kalau mw upgrade butuh banyak material n duit. Ke laut aja sono.,males maennya gacha isi cm kartu sampah kasi healer tp forgotten hall tim lawan imba bosan xianzhounya abis jomplang banding cerita space station n belobog maksimalin karakter farm material dllnya susah pelit drop material upgrade butuh material n duit laut sono,-1
17134,Bansos lu bagus tapi bansos Genshin Lu tetep sampah,bansos bansos genshin tetep sampah,8
17136,Gg gaming ges,gaming ges,5
17138,GAME GOBLOKKKK ANNIVERSARY 3 TAHUN HADIAHNYA GITU GITU AJA,goblokkkk anniversary hadiah gitu gitu,-1
17139,Game Turn Base terbagus yang pernah aku mainin ❤️❤️😘😘😘,turn base bagus mainin,-1
17140,Adakan fitur melompat dan memanjat,adakan fitur lompat panjat,3
17142,Kenapa tetep bug padahal udh download semua data dan ponsel saya ramnya besar padahal,tetep bug download data ponsel ram,-1
17144,"Semakin update semakin susah musuhnya, mana hasil gacha ampas semua",update susah musuh hasil gacha ampas,-1
17145,MANTAB HIMEKO ISTRI GW,mantab himeko istri,4
17146,Ini kenapa yah e6 clara qinque fx sma sw gapakek busana sdngkn e6 bailul dan hook pakek busana minimal kl bikin yg niat lh masa pili kasih bailul dan hook makek busana kan saya yg ngewaifuin mreka berdua jd galnge(gagal sagne)🤬🤬🤬,yah e clara qinque fx sw gapakek busana sdngkn e bailul hook pakek busana minimal niat lh pil bailul hook makek busana ngewaifuin mreka dua galnge gagal sagne,-1
17147,kalau main ini enak di laptop,enak laptop,24
17149,"I happy when playing this game, thanks🙃.",happy playing,9
17151,"bagus bangeeeet, dari segi grafik dan gameplaynya sangat menarik!! Ada fitur auto-battle, cocok banget buat yang males farming. Batas maksimum dari trailblaze powernya sudah bertambah cukup banyak dari yang sebelumnya 😍",bangeeeet segi grafik gameplaynya tarik fitur auto battle cocok males farming batas maksimum trailblaze powernya tambah,-1
17152,Ngelag game bug masa gamasuk,ngelag bug gamasuk,-1
17154,Ih hero nya ada yang lucu dan cilik omg gw kasih bintang lima untuk hongkai star rail gw suka grafinyak wow bagus grafikdan juga heronya rail gw kasih emot lofe❤️,ih hero lucu cilik omg bintang honkai star rail suka grafinyak wow grafikdan hero rail emot lofe,-1
17155,"Its a turn based game , with some combination of tactics u can use. The game storyline isnt fascinating as honkai impact or maybe even genshin but it is enjoyable. The performance on the game still need to be optimized, its a small world nothing like a freeroam genshin so it should be better performance. The grinding in this game isnt bad but not good either, the drop maybe can be more fixed lik why Quantum relics got healing boost etc.",turn based combination tactics u use storyline isnt fascinating honkai impact maybe even genshin enjoyable performance still need optimized small world nothing freeroam genshin better performance grinding isnt bad either drop maybe fixed lik quantum relics got healing boost etc,0
17158,Aselii seruu sekalii,aselii seruu sekali,16
17159,"terbaik, terbaik, terbaik, sudah tidak ada kata kata lagi ini game the best pokoknya",baik baik baik pokok,-1
17160,Game nya bagus grafiknya juga bagus Cocok yg suka main game santai tpi ada beberapa kekurangannya contohnya ngak ada mode Co-op..kalo ada mode Co-op para pemain Lama bisa membantu pemula ngalahin bos yg ngak bisa pemula kalahin..semoga komentar saya ditangapi oleh pihak mohoyo,grafik cocok suka santai kurang contoh mode co op mode co op main bantu mula ngalahin bos mula kalahin moga komentar tangap mohoyo,13
17162,Min buff harta sama MC masa liat tier D bjir,buff harta mc lihat tier bjir,-1
17164,Saat saya buka game dan pencet mulai lang sung keluar terus berkali kali gak tau kenapa,buka pencet lang sung kali kali tau,-1
17165,Lumayan seru. Apalagi buat player gratisan ini worth buat dimainin,lumayan player gratis worth dimainin,-1
17166,Emang bagus bgt buat aku yg first main game rpg. Sejauh ini aku main sih gada yg perlu aku kritik kayaknya. Masalah data yg terus bertambah no problem sih. Oke aja lah pokoknya.,first rpg gada kritik kayak data tambah problem pokok,-1
17167,"Pas cari relic seele yg butuh cr/cdm di spam def, di relic mc api yg butuh def malah di spam cr/ cdm Rng nya kayak udh di atur GG bet",cari relic seele butuh cr cdm spam def relic mc api butuh def spam cr cdm rng atur bet,-1
17168,Funny Game,funny,-1
17169,"Game sangat seru dan bug layar putih pada refleksi di atas sangat rendah sudah di perbaiki, tetapi beberapa hal masih blank hitam seperti diamond besar ulti herta, dan yang paling parah adalah air di scalelorge waterscape masih full hitam, mohon segera di perbaiki, terima kasih",bug layar putih refleksi rendah baik blank hitam diamond ulti herta parah air scalelorge waterscape full hitam baik,36
17170,Udah update praunduh kok disuruh update ulang lagi,update praunduh suruh update ulang,-1
17171,Game nya asik banget story nya seru sedih tingyun isdet,asik story sedih tingyun isdet,-1
17172,Asik sihu,asik sihu,-1
17173,Mohon yowoverse bisa mengatasi bug android kalo kita masuk ke game ga kelihatan apa apa malah jadi invisible mohon di perbaiki,yowoverse atas bug android masuk invisible baik,-1
17174,"game nya bagus bgtt, dari segi grafik, story, dan banyak hal unik² lainnya, karakternya juga cakep² semua, pokonya rekomend",segi grafik story unik karakter cakep poko rekomend,12
17179,Karakternya bagus saya suka temanya juga keren tapi.. open world dari mana ya?? Game playnya Boring banget sambil tudur mah bisa main ini bikin ngantuk,karakter suka tema open world playnya boring tudur mah ngantuk,-1
17180,"Anj apk nya dihapus mak gw gara² berat bngt, tpi untuk penilaian emg asik, cuma ga bisa coop itu aja sih..",anj aplikasi hapus mak gara berat nilai asik coop,-1
17181,Halo hoyoverse sekarang saya ingin minta bantuan agar security akun genshin dan honkai star rail saya verivikasinya digunakan dengan email yang sudah mati bagaimana solusinya,halo bantu security akun genshin honkai star rail verivikasinya email mati solusi,-1
17183,Maaf saya kurangin bintang nya karena grafick game ini rasis bener sama HP Android yang menengah kita yang kebanyakan HP nya menengah sama yang kentang juga ingin grafick bagus tolong lah developer perbaiki pengaturan grafick nya tidak semua orang bisa beli HP menengah keatas tolong pikirkan itu jangan hanya cuan doang yang di pikirkan,maaf rangin bintang grafick ras bener android tengah banyak tengah kentang grafick developer baik atur grafick orang beli tengah atas pikir cuan doang pikir,-1
17184,"What? Yes, High quality game",yes high quality,9
17187,Gk da fitur PVP y buat lawan sesama player,da fitur pvp lawan player,3
17190,"Untuk player yang ""loadingnya lama padahal sinyal bagus"" ""Fc terus abis update"" ""download data lagi abis pra-unduh update"" ingat! dalam game setelah update pasti ada hal yang baru misalkan Event dan kawan²nya yang perlu diunduh. Nah untuk masalah Fc setelah update itu masalah di Device kalian sendiri, karena game setelah update versi otomatis size yang diperlukan semakin banyak dan penggunaan RAM mungkin saja bertambah, bicara soal grafik didalam game HSR itu bagus. Semoga membantu.",player loadingnya sinyal fc abis update download data abis pra unduh update update event kawan unduh fc update device update versi otomatis size guna ram tambah bicara grafik dalam hsr moga bantu,-1
17191,Size terlalu besar untuk hp ram 12gb pun berat,size ram gb berat,-1
17192,Mintak primo,mintak primo,-1
17193,setiap saya bermain simulated universe swarm dan memilih patch PROPAGATION selalu lag tolong di bantu,main simulated universe swarm pilih patch propagation lag bantu,-1
17194,"Game sebenernya bagus tapi sepi event jadi bosenin, nunggu energy buat masuk domain lama. Harus nya contoh summoners war yg regen nya cepet, ini udah lama drop relic busuk lagi sama saja bo'ong",sepi event bosan tunggu energy masuk domain contoh summoners war regen cepet drop relic busuk bo ong,-1
17196,STUCK DI APLIKASIKAN PATCHNYA INI KENAPAAAAA,stuck aplikasi patchnya kenapaaaaa,1
17200,Klo kaya genshin impact lebih seru nih peterung diluar angkasa,kaya genshin impact nih peterung luar angkasa,-1
17201,Boleeh,boleeh,4
17202,"Game nya bagus + seru, grafik nya cantik, alur menarik. Tapi tolong tambahin fitur buat duduk, soalnya saya dari dulu pengen duduk di kursi jingyuan",grafik cantik alur tarik tambah fitur duduk ken duduk kursi jingyuan,-1
17205,Saya benci game ini karena gacha,benci gacha,29
17206,Maenarik,maenarik,-1
17207,Saya suka sekali gamenya kolou saya main gema ini saya jantungnya kaya dak dik duk karena gafiknya :),suka kolou gema jantung kaya dak dik duk gafiknya,2
17208,"I want Jing Yuan,yanqing,Blade,bailu come home ...but this game so cool than i thought!!🥰🥰",want jing yuan yanqing blade bailu come home cool thought,25
17209,"Loading terlalu lama,, belum sempet menikmati game... Nunggu loading lama..",loading sempet nikmat tunggu loading,-1
17210,Untuk gameplay untuk divice saya lumayan memadai tetapi ada sedikit keluhan dimana saat scrol ke atas ke menu data terasa frame drop yang sangat membuat saya tidak nyaman saat bermain padahal saya main game yang lebih berat seperti ghensin dan car x streat biasa² saja.Saya tidak tau apakah itu suatu bug atau HP saya yang tidak mendukung kegiatan tersebut tapi saya mohon untuk mencarikan solusi atas masalah tersebut agar pengalaman bermain saya lebih terasa nyaman.,divice lumayan pada keluh mana scrol menu data frame drop nyaman main berat ghensin car x streat tau bug dukung giat cari solusi alam main nyaman,-1
