content,clean_final
Tolong di tambahkan fitur menghapus quest terdahulu,tambah fitur hapus quest
asik,asik
Bronya sayang,bronya sayang
mau gua bintang 5 tapi pas gua ganti grafik rata kanan kenapa sinyal selalu merah,bintang ganti grafik kanan sinyal merah
"Musuh di Quest ""Pasar Masa Depan"" terlalu susah sehingga saya tidak bisa mengerjakan event. Tolong untuk versi seterusnya ada opsi ""Langsung Mulai"" seperti game tetangga.",musuh quest pasar susah event versi opsi langsung tetangga
Best game ever even better than Genshin impact lag,ever even better genshin impact lag
Gweh luck issue,luck issue
Very Nice! I'm Addicted Now!,addicted
"Disaat Donwload data untuk pra-unduh, saya selalu mengalami ""donwload gagal"" Padahal jaringan saya tidak ada masalah",saat donwload data pra unduh alami donwload gagal jaring
keren banyakin bansos,banyak bansos
"Nggak bisa login, 1001_1, padahal jaringan lancar",login jaring lancar
Game baik banner,banner
give more stellar jade,give stellar jade
"On September 11, 2001, a series of coordinated terrorist attacks took place in the United States. The extremist group al-Qaeda hijacked four commercial airplanes. Two of these planes were flown into the World Trade Center towers in New York City, causing both towers to collapse. Another plane crashed into the Pentagon in Arlington, Virginia. The fourth plane, United Airlines Flight 93, crashed in Pennsylvania after passengers attempted to regain control from the hijackers.",september series coordinated terrorist attacks took place united states extremist group al qaeda hijacked four commercial airplanes two planes flown world trade center towers new york city causing towers collapse another plane crashed pentagon arlington virginia fourth plane united airlines flight crashed pennsylvania passengers attempted regain control hijackers
"Gamenya bagus dan lancar, namun saat saya ingin main, tiba tiba terjadi kesalahan terus 101_3...",lancar salah
"Gamenya bagus, cuman pas cutscenenya ada suara ngeleg yg ga enak didengar sampai sampai keluar sendiri, mohon diperbaiki ya.",cuman cutscenenya suara ngeleg enak dengar baik
"ini game gacha ya adick2 jngn main ntar lu topup2 klo dikasih gratis syukuri bodh,gak usah sok nilai2 karya orang mau gratis aja",gacha adick jngn topup kasih gratis syukur bodh sok nilai karya orang gratis
"Gw udah main berapa lama ya...dari warpnya kafka pertama deh. Tapi habis itu pensiun dari warp FF sampe warp Rappa( gw uninstall). Jujur aja lumayan capek ngejar dari segi kayak PF, Divergent, dll. Tapi ya gw rasa jodoh gak bakal kemana, gw balik lagi karena ngeliat tingkah laku Boothil. Meski gw CAPEK DAN GERAM BANGET SAMA GAMENYA, tapi gw gak bakal bisa capek sama karakter nya. Jadi kata gw lu pada kalo mau nikmatin game, gak usah ngurusin meta dll, cukup nyantai cinta sama karakter nya aja",warpnya kafka deh habis pensiun warp ff sampe warp rappa uninstall jujur lumayan lelah ngejar segi pf divergent dll jodoh mana ngeliat tingkah laku boothil lelah geram lelah karakter nikmatin ngurusin meta dll nyantai cinta karakter
"Desain char nya bagus,MC nya juga seru. Berkat kekocakan MC nya lah,story nya jadi tambah seru",desain char mc berkat kocak mc story
"gamenya seru, alur cerita nya menarik, tolong ditambahin lagi bansosnya berikan aku low pity dan menang rateoff",alur cerita tarik ditambahin bansosnya low pity menang rateoff
Peak Star Rail✋😐🤚,peak star rail
Bagus tapi saya main agak lag mungkin dri hp saya,lag dri hp
Lancar2 game baik,lancar
Turunin size nya. Hp ku ga kuat,turunin size hp ku kuat
Naise 👍,naise
I really like this game,really
Turu base,turu base
Game ny bagus pokok ny gak rugi deh klo download grafik ny sangad memanja kan mata untuk yg ga bisa download genshin mendg download game ini aja broo pokoknya mantep deh,pokok rugi deh download grafik sangad manja mata download genshin mendg download broo pokok deh
peak,peak
ubar gabut,ubar gabut
"Terdapat beberapa lag di halaman utama saat baru install,dan ada beberapa bug mohon di perbaiki 🙏",lag halaman utama install bug baik
Keren pity,pity
Kelamaan cut scene nya... Tambahin fitur skip lah.....,cut scene tambah fitur skip
mantp,mantp
"Game Honkai seri emang tidak mengecewakan, Npc nya juga sangat bervariasi, nggak kayak Genshin. Yg kurang Bervariasi... Suasana kota nya sangat hidup.. Genshin kurang hidup...",honkai seri kecewa npc variasi genshin variasi suasana kota hidup genshin hidup
"Tolong dong Perbaiki masalah login error masalah Koneksi, Padahal aman aja buad buka game lain pity",baik login error koneksi aman buad buka pity
"Aku kasih bintang 4 dulu deh soalnya loading nya lama padahal RAM nya ok, kalo udah bisa loading aku kasih bintang 5 turn-based",bintang deh loading ram loading bintang turn based
Kasih aku blade SOFT PITY turn-based,blade soft pity turn based
Menarik sekali game nya.. Game nya sangat seru. Gak makan bnyk memori dan bisa untuk mengisi waktu luang.,tarik makan memori isi luang
Gamenya sangat bagus dan nyaman dimainin,nyaman dimainin
Saya sangat suka game ini!,suka
"Sepertinya aku mau pensiun aja, capek gak pernah dapet qpa yang ku pengen.",pensiun lelah qpa ku ken
Udah 84.0% dan nunguin lama eh tiba tiba dapat pesan eror jadi ngak bisa ngelanjutin udah 3 hari tetap ngak bisa mau hapus tapi sia sia nunguin lama mau lanjut tapi ngak bisa tolong dong bugnya segera diatasin,nunguin eh pesan eror lanjut hapus sia sia nunguin bugnya diatasin
terlalu monoton update,monoton update
Game baik gacha,gacha
panjang umur game baik,umur
"Tolong diperbaiki, perangkat saya menggunakan snapdragon 8 gen 2, iQOO 11. Namun sering mengalami force close yang tidak jelas, dimohon untuk pihak pengembang melakukan optimalisasi di perangkat ini pity",baik perangkat snapdragon gen iqoo alami force close mohon kembang optimalisasi perangkat pity
"Bintang 3 dlu ya min, karna Saya Masih tidak bisa masuk ke Gamenya, Tulisannya ""login eror, silahkan coba lagi"" Mohon diperbaiki segera min. Device saya Poco F3 masih banyak penyimpanannya padahal pity",bintang karna masuk tulis login eror silah coba baik device poco f simpan pity
Plis berikan aku Fugue ☝️👌,fugue
menyala abangkuh🔥🔥,nyala abangkuh
"stop lu fomo, kalau ngga mampu jangan main, main pou aja sana",stop fomo pou
Ya haha wahyu,haha wahyu
"Game dengan sistem gacha terparah. Selain gacha karakternya yang parah, relic dan sistem mekanik gamenya juga harus gacha dan itu pun harus untung untungan juga dapat yang bagusnya.",sistem gacha parah gacha karakter parah relic sistem mekanik gacha untung untung bagus
Penyakit Powercreep Gila,sakit powercreep gila
"What a great game by Hovoverse. The gameplay is more simple in terms you dont need to have fast hand and good ping to be great in the end game (eq. Genshin Spiral Abyss). Just need to build your character and a bit of strategic. The story is great as always. As a F2P, i really enjoy with the reward (event, daily, new patch, etc). Overall if u like Turn-Based games then you should try Honkai Star Rail. Good job Hoyoverse, keep up the good work :D",great hovoverse simple terms dont need fast hand ping great end eq genshin spiral abyss need build character bit strategic story great always f p really enjoy reward event daily new patch etc overall u turn based games try honkai star rail job keep work
give me jingyuan pls😞,give jingyuan
"Game baik,btw characternya banyakan matinya 😂",btw characternya banyak mati
GG ANJR,anjr
Lebih baik kasih 100 sj januari kemarin daripada All or Nothing gacha,sj januari kemarin nothing gacha
"perbedaan kekuatan char baru dama char lama keliatan banget, belum lagi musuhny, kenapa harus setebal itu sementara damage char baru juga sangat broken, seharusnya tidak perlu dibuat seperti itu. belum lagi char baru serasa sudah keluar dari gameplay path mereka.",beda kuat char dama char liat musuhny setebal damage char broken char serasa path
"Plot ceritanya menarik, gameplay asik, kekurangan, material"" Up char yang lumayan sulit didapatkan di saat masih awal game... Tapi masih ada solusinya jadi nice lah buat Hoyoverse... (Kasih gacha wangi lah :v )",plot cerita tarik asik kurang material char lumayan sulit dapat solusi gacha wangi v
Story very yapping,story yapping
Semoga bisa terus bagus untuk jangka yang panjang,moga jangka
Gamenya seru ceritanya pakai bahasa yang sesuai dengan negara masing masing the best lah.. gacha,cerita pakai bahasa sesuai negara gacha
"sistem relicnya sangat busuk, powercreep dan inflasi hp gak ngotak",sistem relicnya busuk powercreep inflasi hp pikir
Mantap aku dapet seele,seele
"mihoyo ga pernah mengecewakan, dari mulai honkai I3, Genshin Impact, Sampai ni game (honkai starrail) semuanya fresshhh secara gameplaynya (bagi mobile), dan saya tunggu game selanjutnya ZZZ (Zenless Zone Zero) moga moga bisa dimainkan secara mobile, pokonya mantap",mihoyo kecewa honkai genshin impact honkai starrail fresshhh gameplaynya mobile tunggu zzz zenless zone zero main mobile poko
stop woi update,stop woi update
Sumpah download lama banget terus pas di mainin malah ngelek mati hp gw malah error hp nya ya aku kasih bintang 3 aja lah kasian gacha,sumpah download mainin ngelek mati hp error hp bintang kasi gacha
"Game nya sangatlah bagus, tetapi setiap loading masuk ke game nya, pasti bakal ada kata-kata ""error"". Itu sangatlah mengganggu, jika bisa tolonglah perbaiki. gacha",loading masuk error ganggu tolong baik gacha
"The gameplay was Very Cool! Story,character,chain combo,map, overall is awesome! Just need to fix some delay bug and connection issues^^",cool story character chain combo map overall awesome need fix delay bug connection issues
"I jusg really love it,its so amazing",jusg really amazing
"Game RPG santai + ceritanya bagus Karakter bagus²,combo skil berfariasi Kurangnya : sinyal di indonesia kuning merah,Padahal di coba ke game lain bagus Mohon di perbaiki cuma itu kekurangan yg saya rasakan selama main honkai star rail Selebihnya dah bagus untuk game RPG banner",rpg santai cerita karakter combo skil berfariasi kurang sinyal indonesia kuning merah coba baik kurang rasa honkai star rail lebih rpg banner
Kenapa gak bisa masuk error terus padahal saya download genshin impact sama honkai impact masih baik baik saja,masuk error download genshin impact honkai impact
Gamenya bagus tapi pas aku mau login loading nya lama banget jadi mohon loading nya di cepetin yaa..,login loading loading cepetin yaa
Gamenya tidak kikir,kikir
"Bukan penyuka game RPG dengan gameplay ini, tapi ini game gak bikin bosen",suka rpg bosan
"Udahlah kemaren aja gak bisa ngapa2in, nguli cuman dari story sama event, akhirnya ketinggalan banner yang dipengen cuman buat endgame aman biar bisa nguli dengan aman. Malah dikasih gimik baru banner",udahlah kemaren ngapa nguli cuman story event tinggal banner ken cuman endgame aman biar nguli aman kasih gimik banner
gak tau ini bug atau gimana setiap main ping nya itu tinggi kisaran 150 ms tapi main itu kadang lancar kadang tidak,tau bug gimana ping kisar ms kadang lancar kadang
"Saya download ini game karena tidak bisa main genshin lagi setelah 2 tahun lalu. Aku mau kafka, berikan aku stela Jade lagi. Edit: 9 Desember 2023 Terimakasih setelah beberapa bulan aku sudah mendapatkan mommy kafka, dan sekarang aku lagi menunggu dr.ratio So wish me luck softpity please . Sekarang aku butuh acheron berikan LC and char nya please pity",download genshin kafka stela jade edit desember mommy kafka tunggu dr ratio wish luck softpity butuh acheron lc char pity
GACCOORR BANSOS NYA,gaccoorr bansos
saya player ml tapi pengen ikutan,player ml ken ikut
"Mekanisme permainan sudah sangat bagus, kalau bisa untuk quest-nya dibuat lebih mudah lagi. Selebihnya sudah sangat bagus semuanya.",mekanisme main quest mudah lebih
Makasih pokoknya,pokok
Bansos 🤑🤑🤑,bansos
Menyenangkan,senang
Game baik banner,banner
"Saran min, kalau bisa kasih fitur memberi credit, bahan syntesis dan lainnya. Sama fitur untuk profil dari berbagai negara jadinya enak untuk menambah teman jadi bisa tau teman yg kita add dari negara mana aja (semoga dibaca🙏)",saran fitur credit bahan syntesis fitur profil negara enak tambah teman tau teman add negara moga baca
"Game ampas, semua akun gw gak bisa login !!!",ampas akun login
Ya bagyssss Bagusdsdssss 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,bagyssss bagusdsdssss
Update lgi grafik nya kurang walaupun sudah paling tinggi 👍,update grafik
buat kalian yang hobinya suka ngeluh mending gak usah main. Daripada komentar gak jelas hanya karena cuma masalah sepele.,hobi suka ngeluh mending komentar sepele
kurang di drop rate dari awal main sampe 2 bulanan ga pernah dapet karakter ssr jadi males login,drop rate sampe bulan karakter ssr males login
Baguss,baguss
Semoga gachaku wangy turn-based,moga gachaku wangy turn based
"Rpg turnbase yang paling oke sih sejauh ini muehehehe, dan rajin bansos xixixi...",rpg turnbase muehehehe rajin bansos xixixi
"story kepanjangan gada skip, gw sampe 3 jam nungguin storynya selesai. Itupun belum selesai 1 story, apalagi stortynya yang banyak. Tolong kalau mau bikin film pisahin lah sama gamenya",story panjang gada skip sampe jam nungguin cerita selesai itu selesai story stortynya film pisahin
yg spam bintang 1 yapping banget padahal mah skill issue😹,spam bintang yapping mah skill issue
Game nyaa bagus tapi stlah update knpa saya tidak biaa login? Dan saat akan mendownload data update suka keluar sendiri saat di coba berkali² ttp saja keluar sendiri pdhl penyimpanan saya masi banyk.mohon balasan nya,nyaa stlah update biaa login mendownload data update suka coba kali ttp pdhl simpan mas banyk balas
"Keren visualisasi nya sangat bagus, tapi dimohon untuk memberi lebih banyak wish ke para pemain🙆",visualisasi mohon wish main
"Kalau bisa langsung terap in diawal game download nya berapa, kalau begini saya ngiranya cuman 3gb, hilang sudah paketan saya karena ternyata ada 20gb lagi terpaksa saya hapus karena gk pakek wifi",langsung terap awal download ngiranya cuman gb hilang paket gb paksa hapus pakek wifi
Kurang Seru .. pity,pity
Kenapa dowload data mulu kadang bug emang grafik bagus 👍 tapi bug mulu,dowload data mulu kadang bug grafik bug mulu
"Pls jgn EoS dulu yah🥺, percuma dong gw top up",eos yah top
Ada beberapa map rendering nya bermasalah,map rendering masalah
"Gamenya nggak kikir kayak yg di sebelah, bintang 5⭐⭐⭐⭐⭐ banner",kikir belah bintang banner
Game yg sangat bagus.. Yg banyak kompalin sana bikin sediri game,kompalin diri
game baik😁 gacha,gacha
firefly supremacy🥰✊,firefly supremacy
"mantep gw dapet castorice modal 10 pity sehat"" developer nya lag",castorice modal pity developer lag
