original_index,raw_content
19608,Coba dulu
19609,keren
19610,Min ini kenapa semenjak update 1.1 aku malah ngebug seperti map nya ngeglicth suara patah patah di 1.0 aman aman aja
19611,Menarik
19612,Sejauh ini mantap
19613,okeeeeeeeee
19614,Nice lah
19615,Gacha relic rate syulit
19616,"error downloading data game, waiting soooo longggggg and always become unstable error reading data game if download, or update data game, plzzz always been like that plsss, whyyy plissss fixxx itttttt...."
19617,"Ntah ini karna device saya apa emang dari game nya yaa. Semenjak update 1.1 banyak sekali bug ,misal tiba2 nge-freeze ,layar tiba2 hitam ,dan sebagainya. Tolong dong di perbaiki, kalau bgini trus lama2 saya muak. Masalahnya main genshin atau main game lain gak kenapa-napa ,lancar2 aja. Cuman ini doang honkai star rail kok jadi gini semenjak update 1.1 Itu aja keluhan dari saya kalau urusan gameplay atau story gak usah ditanya saya suka. Terima kasih."
19618,"ada bug di latar belakang yang hilang, bangunan hilang, membuat jd ga mood buat main, minta tolong di perbaiki ya mihoyo"
19619,Kemren cuy
19620,"Lumayanlah, masih lv60 skrg,,,wkwkwkwk"
19621,Gamenya bagus tapi semenjak update 1.1 kok bangunannya pada nge glitch tolong diperbaiki
19622,Nice game :)
19623,Mangtap jawa
19624,Pas setelah update gambarnya terus terpotong
19625,Saya memberikan rating gamr ini tiga bintang karena saya blm bisa masuk game ini dan setiap kali ingin memasukan email dan sandi pasti selalu tdk bsa
19626,Tolong perbaiki masa waktu main jalan sama bangunan sekitar kedip kedip muncul ilang muncul ilang
19627,Kok ini saya gk bisa masuk ya? Ada tulisan error mulu jadi gk bisa masuk mohon di perbaiki hoyoverse. Kalo udah saya naikin rate nya
19628,Udah 84.0% dan nunguin lama eh tiba tiba dapat pesan eror jadi ngak bisa ngelanjutin udah 3 hari tetap ngak bisa mau hapus tapi sia sia nunguin lama mau lanjut tapi ngak bisa tolong dong bugnya segera diatasin
19629,Setiap login selalu eror🥱
19630,Game bugil
19631,lgi update di laptop udh kemakan 10gb malah ngulang dari awal lgi ajg ajg
19632,Susah login setelah update 1.1 .tolong segera diperbaiki
19633,Bagus
19634,Rada kecewa kuota full tapi lanjutin update lama suruh download data ulang Mulu ulang Mulu wifi ada tetep ulang² terus
19635,Tolong stabilkan servernya + optimalkan untuk pengguna handphone spek mid (device Oppo A9 2020)
19636,Tlong lah jangan seburik itu hasil ghaca ku aku iri sumpah sama temen menang 50/50 mulu
19637,"g bisa masuk akun setelah update 1.2. kirain masalahnya karena lupa password tp waktu mencoba reset tetap di anggap password dan id salah dan akhirnya gak respon lebih lanjut dan kembali ke halaman login lagi, tolong developer bagaimana ini ?"
19638,Bagud mas
19639,Kirain fight nya kek honkai impact atau genshin
19640,Overall semuanya udah bagus sih tapi setiap cutscene pasti ada suara yg patah² sama setiap scene fight ada juga yg force close
19641,"Mantap, adakan event yg hadiahnya yang banyak. Semakin suka aku untuk memainkan nya dan menghabiskan banyak waktu untuk bermain game ini tanpa bosan."
19642,"Gamenya bagus, sukaa, tapi pas update dwonload data saat sudah mau selesai malah ngestuck padahal jaringan bagus dan memori memadai, mohon di perbaiki sedikit kesalahannya"
19643,sejak update 1.1 kini saya dah tak boleh login lagi dan forced close walaupun boleh login itu pun mendapati bug
19644,Makin update malah makin lag. Jadi gk bisa login lagi Tiap mau masuk pasti eror Udah ngirim email ke cs hoyover.id tapi blom ada jawaban
19645,"Trlalu berat buat android ram 8/256, frame rate sering drop d patch skrg"
19646,"Up date gak ngotak 6Gb gua jadi gak bisa maen, pen maen lagi."
19647,Gw gk bisa main pas selesai update 🗿
19648,"sistem gacha yg buruk, gk di standart maupun limited sama sama ampas, di banner limited b5 1 dpt di 80+ dan kalah rate off, b5 2 75+ (selee) dan b5 3 dpt di 75+ kalah rate off LAGI, sedangkan di standart juga 75+. BENAR BENAR SAMPAH DARI SEGI RATE GACHA, saya suka dengan gameplay game ini namun saya sangat tidak suka dari segi gacha, setelah banner kafka saya berfikir untuk menghapus game ini"
19649,Gamenya kok bug Mulu semenjak baru di update awalnya gak ada bug smaa sekali ataupun patah patah tapi semenjak di update rusak ni game
19650,"ijin uninstall karena tidak seru untuk bermain.. game ini online rasa offline, pengen mabar yg ada orang² online malah di suruh kyk gensin inpact .. oiya ini kok mirip banget sama garena ya ? yauda aku aku berterima kasih sudah download ini.. nanti aku download lagi kalo saya butuh rpg mob"
19651,Update nya 7gb yalahhh
19652,"Overall udah bagus, dari grafik, story, character udah bagus, TAPI KASIH FITUR LOMPAT DONG😁"
19653,Nice game thank you ☺☺☺☺☺☺☺😊😊😊😊😃😃😃😃😃😃
19654,Dasar gem wibu bau bawang
19655,Gatau pengen aj
19656,Game nya bagus cuman saya gak tau ini bug atau apa setelah saya update gak bisa login kalo bug mihoyo tolong di perbaiki
19657,Jelek
19658,Seru
19659,"Setelah update malah tidak bisa login, tertulis gagal mengunduh hotfix. Tolong cara perbaikinya gimana?"
19660,gacha ampas
19661,"for update 1.1 this is very unsatisfactory, because many bugs have appeared on several devices, such as missing buildings. please the hoyoverse team to fix it immediately"
19662,Sangat bagus cocok untuk orang pintar strategi
19663,Astaga ini gimana sih yg misi ujian equilibrium 1 kok gak ada heal nya sih dan gak bisa di ganti juga karakter nya tolong lah di kasih heal nya masa di ulang kembali jadi gak mood
19664,"Game yang bagus, cukup menyenangkan sayangnya setelah update, device saya tidak bisa log in, selalu mendapat login error 1001_3 Kurang tau apa masalahnya, kemungkinan spesifikasi device saya yang kurang. Kalau bisa tolong di optimalkan untuk anroid spesifikasi minimum"
19665,"please.. after i updated the game i immediately got a bug, that bug is the train missing when i login, the place/background of all the planets disappeared and i can only see the stars, i have reset the Apk and deleted and downloaded but the bug is still there, please fix that bug🙏"
19666,Game bagus
19667,Bagus
19668,Login eror mulu dri kemaren
19669,"Maaf, setelah update kemaren game jadi sering freeze/stuck, banyak glitch dimana-mana, suara yang patah-patah dan kadang hilang, mohon di tanggapi, banyak event yang terlewat hanya karna ini, terima kasih"
19670,Game banyak bug
19671,Nice
19672,Agak kecewa semenjak update jadi sering login error dan map game tidak muncul
19673,Gitu dongg kasih gwej silver wolf gwej kasih b5 buat hoyovers
19674,"Game turn base rpg yg keren, tapi tolong permudahkan buat dapat charater 4*, trs tangani bug dengan cepat"
19675,"Kurang ny sih fitur lainnya doang, ehe"
19676,"Masih ada kendala saat menyelesaikan pertandingan layar tiba2 blank/hitam dan tidak merespon. Mohon dapat diperbaiki, untuk segi lainnya udh ok."
19677,Setelah di update 1.1 di setiap map semua laggy sebelum update padahal baik-baik saja tidak laggy/patah-patah
19678,Nice!!
19679,Bagus cuma kekurangan quest story nya lama update...
19680,"Memiliki grafik dan cara battle yang unik, sangat jarang ada game turn-base di zaman sekarang. sebagai seorang penggemar game dengan genre turn-base aku sangat puas dengan gameplay, grafik dan model character di game ini, masih banyak yang harus ditambahkan karena game ini baru saja rilis"
19681,Mohon maaf untuk download nya di sedikit ini ya HP ku itu sedah panas jadinya aku hapus gamenya lain kali update nya jangan besar besar cukup 2000 saja
19682,Gamenya bagus tapi sesudah update 7.1GB.gk bisa main di tambah. Sering juga error. keretanya cuman gerbong utama doank 🚂 padahal pas udah update bisa main 1hari.pas ke 2hari GK bisa
19683,"nice game, good job"
19684,Turn base nya oke bener grafis nya apa lgi huh mantap bener pokok a paling sehat mainnya
19685,"Sedih banget, sebelum update aku bisa log in meskipun ada kode error' eh abis update astral express di latar belakang awalannya ilang, terus aku udah beberapa kali log in selama 2 hari lebih nonstop tetep gak bisa..tolong yaa HOYOVERSE di perbaiki lagi bug nya..aku mau nguli buat luocha soalnya :'(("
19686,"Setelah update selalu gagal login Mulu, Padahal main dan login di hp baru malah tidak bisa masuk terus padahal sebelumnya baik² aja"
19687,"Abis update tambah berat wkwkkw, kayaknya emang gak ramah hp mid range"
19688,"Setelah Update 1.1 Keretanya jadi ilang setengah, Bangunannya Kedap Kedip. Ini gimana dh perasaan versi sebelumnya tenang"" bae, Udah lapor ke Mihoyok di tanggepin nya liat info website. BINGUNG DAH"
19689,Da wei please give silver wolf
19690,Tolong di perbaiki bug nya habis update ngestuck saat login
19691,Bagus banget
19692,Game bagus
19693,Tolong dong abis update gagal login terus atasin dong masalah ini
19694,Login lama banget
19695,Bagus. Gamenya udah lebih optimal dari pada versi pertama
19696,"Update 6gb bug ttp ada banyak, story kaga update update, komisi sterall jade dikit padahal player sudah tidaknyaman dengan banyak bug mengganggu, kalau tidak ada player ownernya mungkin udah jualan popes."
19697,"Untung Honkai saya bermasalah dengan grafik, grafik nya saya rubah paling rendah-paling tinggi kenapa masih ada bintik"" gitu ya?? Dan saya jika masuk honkai nya suka nge crash ini, minta tolong untung dev nya🙏🏻🙏🏻"
19698,"Game ini menurutku dari segi karakter dan ceritanya bagus, tapi dari segi bertarung sangat kurang. Saya memainkan game ini tidak merasakan tantangan dan kesenangan samasekali saat memainkan game ini, maaf sebelumnya ulasan ini menurut saya pribadi karena setiap orang memiliki pandangan yg berbeda."
19699,100% GG
19700,"Keren bet gilaaa, gw udh maen dari pra sampe sekarang, banyak bet jokes kecil yg di selipkan di dalem story nya, mantap sih, teruskan 👍"
19701,"Plis deh, kok gw gk bisa masuk in game padahal gw udh nabung lumayan banyak jade. Kecewa banget deh sama hoyo padahal genshin sama honkai impact gk ada masalah"
19702,Game bagus tapi device gua udh gk mendukung map ngilang jadi susah jalanin event
19703,Lumayan bagus and ditingkatkan lagi jika ada sering optimal nya kadang ngelag atau jaringan nya saya harap semoga diperbaiki dan dibenerkan lagi ini game nya dengan visual yang lebih pas intinya game ini menurut saya sangat santai 🔥🔥😁
19704,👍🏼👍🏼👍🏼👍🏼👍🏼
19705,This game great
19706,TOLONG BAN GAME INI KARENA ANAK SAYA TIDAK BERHENTI MAIN GAME INI DISURUH MAKAN TIDUR GK MAU ASIK MAIN GAME INI TERUS SAMPE ANAK AKU MARAH DAN BENTAK SAYA
19707,"Saya dari dulu suka sekali game buatan Mihoyo dari mulai Honkai Impact 3rd Gensgin Impact, semuanya bagus mungkin dari ketiga game ini memiliki masalah yang sama yap, masalah ukuran yang tidak bersahabat di kalangan Mobile Player (mungkin untuk saat ini Honkai star rail memiliki Ukuran yang kecil, tapi nanti?) Dan ada beberapa masalah yg ingin saya curhat kan. Entah mengapa Farming EXP Chara ini begitu sulit bukan musuhnya, tapi dari jumblah EXP Chara tersebut terlalu sedikit dan membuang waktu."
19708,Good gamee
19709,Setelah update 1.1 grafisnya hancur. Banyak tekstur yg hilang. Tolong di fix.
19710,Game nya masih banyak bug mulai dari tembok suka ilang² dll Sama kayak penghalang warna kuning ya suka gak ilang²
19711,"Mantap jiwa tambahin mode co ops biar bisa mabar dan seru"" an bareng temen donggg kyk ghensin"
19712,Kenapa setelah update saya tidak bisa log in Dan kalu mau login dan setelah di dalam game map nya hilang tidak terlihat
19713,Gamenya sudah sangat bagus dan menarik bagi saya tetapi kenapa saya tidak bisa login kedalam game padahal sudah di update ke versi 1.1 dan saya sudah menunggu waktu maintance dan masih tidak bisa login dan malah muncul error' code 1001_3 kenapa ya saya mohon untuk di balas 🙏 karena saya sangat ingin memainkan game ini lagi tetapi karena tidak bisa login gameplay saya jadi terhambat.
19714,Tolong Collab dengan Kamen Rider Den-O
19715,Mantap
19716,Good game
19717,pingin himeko😿
19718,Game yang sangat bagus. Tapi gacha nya ampas
19719,Goood
19720,"gamenya bagus, grafik bagus, gameplay bagus cuma boss rusanya yang ga ngotak"
19721,Bagus gamenya
19722,★★★★★
19723,"Gak kek login,hanya ke tulis login error Mulu"
19724,"kok login error muluuu, Semenjak update Pas login gabisa malah login errorr.., :(((("
19725,Setelah update gak bisa login tolong min
19726,Selalu login error
19727,Setelah update gk bisa masuk gamenya error' mulu
19728,Amazing
19729,Permainaya bagus sih tapi kalo bisa lv karekter bisa sampai 200 biar perjalannya gemenya panjang kalo cuma 80 kurang. saya ingin bermain geme ini untuk waktu yg lam kalo cuma mentoknya lv karekter 80 mungkin cuma 8 bulan main dah mentok semua jadi munya musuh makin susah dan lv karakter lebih banyak dan jaln ceritanya lebih panjang. Karna saya sangat suka game ini yah walupun saya pertama cuma nyoba geme ini eh tiba tiba kesenegan
19730,Saat aku mainin keren sama karakternya juga bagus
19731,Gamenya bagus tapi masalahnya game ini selalu login gagal eror.dari itu saya kecewa dengan game ini dan setelah update versi terbaru sekarang malah nambah dan tidak bisa masuk sama sekali ke gamenya login eror terus mohon bantuannya kepada developer perbaiki gamenya sering keluar waktu download data nya dan itu saja atas keluhan saya semoga cepat di tanggapi terimakasih.
19732,"Login susah banget, eror terus"
19733,Mohon maaf saya ingin menyampaikan masalah saya terkait game ini.. saya sudah mencoba login sejak server di buka tetapi terus mendapatkan error 1001_2 tidak bisa login. Mohon untuk developer segera di perbaiki jika ada masalah.. karena sampai detik ini saya terus mendapatkan error yang sama. Saya sedikit kecewa karena saya sudah menunggu lama game ini rilis..🙏
19734,Bagusss cuman gabisa loggin soalnya ada eror 1001_3 moga cpt diperbaiki
19735,Cozy Game👍
19736,Bolehlah bolehlah
19737,Kenapa hrs gue gak bisa masuk terus dari sebulan yg lalu bisa sih masuk terus pas keluar mau main lagi kok udah gak bisa itu kenapa?
19738,"Saat loading screen sering ada tulisan ""login error"" akibatnya gw gk bisa ngeklaim express supply gw soalnya aku gatau dah dapet apa belum. Tolong yang itu diperbaiki padahal sinyalku buat lain² bagus tapi buat main ini game kadang suka nge lag."
19739,Hoyoverse memang tidak gagal buat game tinggii
19740,Bagus
19741,"Kok sesudah update ga bisa login ke gamenya?, stuck mulu di keretanya + ga ada gerbong , mohon di perbaiki min."
19742,"Di versi kali ini saya jadi ga bsa login.kalo di versi sebelumnya masih mending karena cuman ngulang 3 kali dan bsa login,tapi di versi sekarang udah berkali kali saya ulang tetep aja ga bsa masuk"
19743,Gemenya seru di tambah dengan tampilan anime action yang memukau mata dan sangat epic. Apalagi karakternya yg lucu dang handsome bikin betah maininnya 😋😋
19744,The best turn base rpg cross platform game ever! ever ever ever!!!
19745,Mntap
19746,KECEWA BERAT
19747,Honkai asu
19748,always login eror 1003.1
19749,Habis update malah eror gerbong kereta nya gak ada dan login eror 1001_3
19750,"So many bug in this game after new update, need to fix"
19751,Terlalu bagus si dlu mana yang bilang game nya paling cuma bertahan berapa hari gabisa nyaingin geshin impact
